Name		Organization 1 - Name	Phone 1 - Value	Website 1 - Value
Campbell & Kennedy Electric Ltd		Campbell & Kennedy Electric Ltd	4163630731	https://www.campbellkennedy.com/
Weenen Electric Inc.		Weenen Electric Inc.	4166962316	http://www.weenen.com/
Omni Electric		Omni Electric	6479712016	https://website-724666074386864284224-electrician.business.site/?utm_source=gmb&utm_medium=referral
Tesla Electric Ltd		Tesla Electric Ltd	4165355845	http://teslaelectric.ca/
Canadian Wire Wizards		Canadian Wire Wizards	4167552700	https://www.canadianwirewizards.ca/?utm_source=GMB&utm_medium=Map&utm_campaign=Canada
AME amasterelectric		AME amasterelectric	6477866474	http://amasterelectric.ca/
"Current Connections, Inc"		"Current Connections, Inc"	4168590564	http://currentconnections.ca/
Toronto Electrical Contractors		Toronto Electrical Contractors	6476992499	https://electriciansnearme.ca/
Tandem Electrical Inc		Tandem Electrical Inc	4162511289	http://tandem-electric.com/
Toro Electric		Toro Electric	4163032145	http://toroelectric.ca/
AM-PM Electric		AM-PM Electric	4162847282	http://ampmelectric.googlepages.com/
Domain Electric		Domain Electric	4165160428	http://domainelectric.ca/
Leaside Electric Inc		Leaside Electric Inc	4164251027	http://www.leasideelectric.com/
Lucid Electric		Lucid Electric	4167795259	http://lucidelectric.com/
Monarch Electric Inc.		Monarch Electric Inc.	4167164069	http://www.monarchelectric.ca/
Future Currents Inc.		Future Currents Inc.	4169209712	http://www.futurecurrents.ca/
YAR POWER ELECTRIC INC.		YAR POWER ELECTRIC INC.	6479075005	http://www.m-powerelectric.ca/
Toronto Electrical Experts		Toronto Electrical Experts	4166359494	http://www.torontoelectricalexperts.com/
Finnigan and Son		Finnigan and Son	4169001099	http://www.finson.ca/
Electrix Group		Electrix Group	6479462201	http://www.electrixgroup.ca/
Bar-Tech Electric Ltd		Bar-Tech Electric Ltd	4169094439	https://bartechelectric.com/
Heritage Electrical Contr Ltd		Heritage Electrical Contr Ltd	4167457667	http://www.hspelectrical.com/
Alba Electrical Services Ltd.		Alba Electrical Services Ltd.	6472820642	https://albaelectricalservices.com/
Midtown Handyman		Midtown Handyman	6479471124	http://www.midtownhm.ca/
Man with a Wrench		Man with a Wrench	18884544840	https://manwithawrench.com/
Charge Guys		Charge Guys	6479836880	http://www.chargeguys.ca/
"Reliance Heating, Air Conditioning & Plumbing"		"Reliance Heating, Air Conditioning & Plumbing"	6478372866	https://reliancehomecomfort.com/toronto/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Modern Niagara Toronto Inc.		Modern Niagara Toronto Inc.	4163601617	http://www.modernniagara.com/
Handyman Connection of Toronto | Etobicoke		Handyman Connection of Toronto | Etobicoke	4162408757	https://handymanconnection.com/etobicoke/?utm_source=google&utm_medium=organic&utm_campaign=handyman_connection_etobicoke
Belyea Bros. Heating & Cooling		Belyea Bros. Heating & Cooling	4164251200	https://www.belyeabrothers.com/
Caliber Group Ltd		Caliber Group Ltd	4166294489	https://www.caliberbuilds.com/
